size,np,threads,time
10000,4,1,9.933143
10000,4,1,9.460206
10000,4,1,9.388577
10000,4,1,9.398801
10000,4,1,9.755394
10000,4,2,4.850073
10000,4,2,4.857408
10000,4,2,4.878440
10000,4,2,4.853252
10000,4,2,5.068216
10000,4,3,3.290760
10000,4,3,3.292556
10000,4,3,3.326853
10000,4,3,3.466229
10000,4,3,3.291857
10000,4,4,2.887439
10000,4,4,2.535679
10000,4,4,2.511073
10000,4,4,2.668941
10000,4,4,2.974438
10000,4,5,2.051829
10000,4,5,2.062179
10000,4,5,2.082821
10000,4,5,2.072245
10000,4,5,2.367414
10000,4,6,1.772513
10000,4,6,1.773557
10000,4,6,1.779156
10000,4,6,1.788297
10000,4,6,1.782935
10000,4,7,1.575406
10000,4,7,1.587616
10000,4,7,1.566921
10000,4,7,1.548643
10000,4,7,1.556281
10000,4,8,1.397415
10000,4,8,1.423409
10000,4,8,1.584528
10000,4,8,1.587352
10000,4,8,1.662239
10000,4,9,1.237680
10000,4,9,1.241806
10000,4,9,1.240792
10000,4,9,1.307024
10000,4,9,1.286991
10000,4,10,1.184718
10000,4,10,1.424550
10000,4,10,1.167134
10000,4,10,1.158300
10000,4,10,1.176192
10000,4,11,1.269971
10000,4,11,1.092622
10000,4,11,1.113223
10000,4,11,1.089121
10000,4,11,1.064981
10000,4,12,1.015609
10000,4,12,1.389715
10000,4,12,0.993793
10000,4,12,1.174704
10000,4,12,0.999409
10000,4,13,1.052946
10000,4,13,0.933489
10000,4,13,1.135305
10000,4,13,0.922750
10000,4,13,1.115005
10000,4,14,0.879334
10000,4,14,0.893148
10000,4,14,0.912095
10000,4,14,0.895176
10000,4,14,0.911106
10000,4,15,0.928437
10000,4,15,0.871753
10000,4,15,0.975766
10000,4,15,0.871484
10000,4,15,0.885045
10000,4,16,0.840422
10000,4,16,0.849877
10000,4,16,0.803080
10000,4,16,0.812637
10000,4,16,0.827380
10000,4,17,0.795237
10000,4,17,0.775101
10000,4,17,0.937094
10000,4,17,0.773725
10000,4,17,0.871149
10000,4,18,0.730669
10000,4,18,0.732523
10000,4,18,0.727675
10000,4,18,0.765811
10000,4,18,0.739213
10000,4,19,0.729507
10000,4,19,0.765812
10000,4,19,0.730527
10000,4,19,0.755930
10000,4,19,0.737331
10000,4,20,0.722881
10000,4,20,0.723505
