size,np,threads,time
25000,8,1,30.541419
25000,8,1,30.555638
25000,8,1,30.555405
25000,8,1,30.521875
25000,8,1,30.551424
25000,8,2,15.889451
25000,8,2,15.947937
25000,8,2,15.912519
25000,8,2,15.926948
25000,8,2,15.915047
25000,8,3,10.995332
25000,8,3,11.020886
25000,8,3,11.035718
25000,8,3,10.988234
25000,8,3,10.992469
25000,8,4,8.557042
25000,8,4,8.555141
25000,8,4,8.550493
25000,8,4,8.537739
25000,8,4,8.558033
25000,8,5,7.078381
25000,8,5,7.089804
25000,8,5,7.073182
25000,8,5,7.079117
25000,8,5,7.094287
25000,8,6,6.141721
25000,8,6,6.110057
25000,8,6,6.094644
25000,8,6,6.122696
25000,8,6,6.098801
25000,8,7,5.413831
25000,8,7,5.464136
25000,8,7,5.449426
25000,8,7,5.460049
25000,8,7,5.500547
25000,8,8,4.944601
25000,8,8,4.933517
25000,8,8,4.943568
25000,8,8,4.916397
25000,8,8,4.947595
25000,8,9,4.496974
25000,8,9,4.511002
25000,8,9,4.492471
25000,8,9,4.552116
25000,8,9,4.509837
25000,8,10,4.176700
25000,8,10,4.214774
25000,8,10,4.296832
25000,8,10,4.217459
25000,8,10,4.208952
25000,8,11,3.967186
25000,8,11,3.962172
25000,8,11,4.025698
25000,8,11,3.972412
25000,8,11,3.942305
25000,8,12,3.793305
25000,8,12,3.811201
25000,8,12,3.741407
25000,8,12,3.789990
25000,8,12,3.804366
25000,8,13,3.565407
25000,8,13,3.572460
25000,8,13,3.578000
25000,8,13,3.561707
25000,8,13,3.563539
25000,8,14,3.415211
25000,8,14,3.482123
25000,8,14,3.432039
25000,8,14,3.423332
25000,8,14,3.501581
25000,8,15,3.283599
25000,8,15,3.344280
25000,8,15,3.284720
25000,8,15,3.295267
25000,8,15,3.317947
25000,8,16,3.213074
25000,8,16,3.549471
25000,8,16,3.231734
25000,8,16,3.206797
25000,8,16,3.223068
25000,8,17,3.146256
25000,8,17,3.117445
25000,8,17,3.113426
25000,8,17,3.091022
25000,8,17,3.069927
25000,8,18,2.953596
25000,8,18,2.994176
25000,8,18,2.981821
25000,8,18,3.007843
25000,8,18,3.031478
25000,8,19,2.922156
25000,8,19,2.971025
25000,8,19,2.913190
25000,8,19,2.899018
25000,8,19,2.875314
25000,8,20,2.815949
25000,8,20,2.810790
25000,8,20,2.882042
25000,8,20,2.882279
25000,8,20,2.854534
25000,8,21,2.769449
25000,8,21,2.805090
25000,8,21,2.762973
25000,8,21,3.095024
25000,8,21,2.738107
25000,8,22,2.723492
25000,8,22,2.654653
25000,8,22,2.698828
25000,8,22,2.658761
25000,8,22,2.656376
25000,8,23,2.616377
25000,8,23,2.646855
25000,8,23,2.566704
25000,8,23,2.641007
25000,8,23,2.613657
25000,8,24,2.613883
25000,8,24,2.544274
25000,8,24,2.545230
25000,8,24,2.551491
25000,8,24,2.591484
25000,8,25,2.472603
25000,8,25,2.518878
25000,8,25,2.534395
25000,8,25,2.528861
25000,8,25,2.525172
25000,8,26,2.440023
25000,8,26,2.449368
25000,8,26,2.499633
25000,8,26,2.443025
25000,8,26,2.421898
25000,8,27,2.406943
25000,8,27,2.353716
25000,8,27,2.411359
25000,8,27,2.406605
25000,8,27,2.408184
25000,8,28,2.366885
25000,8,28,2.370315
25000,8,28,2.407064
25000,8,28,2.409546
25000,8,28,2.358811
25000,8,29,2.278012
25000,8,29,2.293255
