size,np,threads,time
25000,2,1,122.101417
25000,2,1,122.242842
25000,2,1,123.980302
25000,2,1,122.768247
25000,2,1,122.108154
25000,2,2,74.031954
25000,2,2,74.076756
25000,2,2,73.835928
25000,2,2,73.513076
25000,2,2,73.995981
25000,2,3,53.530934
25000,2,3,53.382465
25000,2,3,52.699552
25000,2,3,52.332093
25000,2,3,52.110901
25000,2,4,42.189760
25000,2,4,42.427951
25000,2,4,42.570818
25000,2,4,42.562301
25000,2,4,42.540317
25000,2,5,36.340032
25000,2,5,37.025043
25000,2,5,36.460506
25000,2,5,36.851794
25000,2,5,34.01
25000,2,6,21.731653
25000,2,6,21.646925
25000,2,6,21.699170
25000,2,6,21.937740
25000,2,6,21.836875
25000,2,7,18.842174
25000,2,7,18.893876
25000,2,7,18.935882
25000,2,7,18.876645
25000,2,7,18.867365
25000,2,8,16.824481
25000,2,8,16.826589
25000,2,8,16.801652
25000,2,8,16.849872
25000,2,8,16.753435
25000,2,9,14.952874
25000,2,9,14.953507
25000,2,9,14.963919
25000,2,9,14.995281
25000,2,9,14.960739
25000,2,10,13.611032
25000,2,10,13.657229
25000,2,10,13.653798
25000,2,10,13.635006
25000,2,10,13.620499
25000,2,11,12.728234
25000,2,11,12.608475
25000,2,11,12.647784
25000,2,11,12.577403
25000,2,11,12.595258
25000,2,12,11.784621
25000,2,12,11.817167
25000,2,12,11.786527
25000,2,12,11.786803
25000,2,12,11.799430
25000,2,13,11.052321
25000,2,13,11.056500
25000,2,13,11.047701
25000,2,13,11.059102
25000,2,13,11.042282
25000,2,14,10.672082
25000,2,14,10.470526
25000,2,14,10.425637
25000,2,14,10.427220
25000,2,14,10.463213
25000,2,15,9.900296
25000,2,15,9.910416
25000,2,15,9.921664
25000,2,15,9.876934
25000,2,15,9.957348
25000,2,16,9.437610
25000,2,16,9.843577
25000,2,16,9.727498
25000,2,16,9.437949
25000,2,16,9.834527
25000,2,17,9.391018
25000,2,17,8.969795
25000,2,17,8.983218
25000,2,17,8.985277
25000,2,17,8.975986
25000,2,18,8.944596
25000,2,18,8.959411
25000,2,18,8.569120
25000,2,18,8.582453
25000,2,18,8.714614
25000,2,19,8.227197
25000,2,19,8.214024
25000,2,19,8.692944
25000,2,19,8.229529
25000,2,19,8.215898
25000,2,20,8.336278
25000,2,20,7.926171
25000,2,20,7.884890
25000,2,20,8.307379
25000,2,20,7.893284
25000,2,21,7.590416
25000,2,21,7.596872
25000,2,21,8.027749
25000,2,21,7.580274
25000,2,21,7.582403
25000,2,22,7.687368
25000,2,22,7.349250
25000,2,22,7.337201
25000,2,22,7.326034
25000,2,22,7.894331
25000,2,23,7.064958
25000,2,23,7.055924
25000,2,23,7.063859
25000,2,23,7.153158
25000,2,23,7.100471
25000,2,24,6.839542
25000,2,24,7.332389
25000,2,24,6.861381
25000,2,24,6.845746
25000,2,24,6.847937
25000,2,25,6.652958
25000,2,25,6.674346
25000,2,25,6.648671
25000,2,25,7.128243
25000,2,25,6.644960
25000,2,26,6.463330
25000,2,26,6.477518
25000,2,26,6.452260
25000,2,26,6.462654
25000,2,26,6.450240
25000,2,27,6.703182
25000,2,27,6.266774
25000,2,27,6.258700
25000,2,27,6.235761
25000,2,27,6.266100
25000,2,28,6.087488
25000,2,28,6.070018
25000,2,28,6.072245
25000,2,28,6.189257
25000,2,28,6.069806
25000,2,29,5.947732
25000,2,29,5.942924
25000,2,29,5.920146
25000,2,29,5.920689
25000,2,29,5.926702
25000,2,30,5.819119
25000,2,30,5.814507
25000,2,30,5.932620
25000,2,30,5.813240
25000,2,30,5.813473
25000,2,31,5.699227
25000,2,31,5.704670
25000,2,31,5.843676
25000,2,31,5.704724
25000,2,31,5.692200
25000,2,32,5.573917
25000,2,32,5.730500
25000,2,32,5.597267
25000,2,32,5.556963
25000,2,32,5.553807
25000,2,33,5.452249
25000,2,33,5.453303
25000,2,33,5.459187
25000,2,33,5.452752
25000,2,33,5.468569
25000,2,34,5.345455
25000,2,34,5.364919
25000,2,34,5.349121
25000,2,34,5.354435
25000,2,34,5.330304
25000,2,35,5.243159
25000,2,35,5.242700
25000,2,35,5.249515
25000,2,35,5.731187
25000,2,35,5.246933
25000,2,36,5.149779
25000,2,36,5.137606
25000,2,36,5.422772
25000,2,36,5.145289
25000,2,36,5.152835
25000,2,37,5.018720
25000,2,37,5.275592
25000,2,37,5.029781
25000,2,37,5.037133
25000,2,37,5.021706
25000,2,38,5.148791
25000,2,38,5.031691
25000,2,38,4.966406
25000,2,38,4.949819
25000,2,38,4.943515
25000,2,39,4.901270
25000,2,39,5.203751
25000,2,39,4.863374
25000,2,39,4.870474
25000,2,39,4.866093
25000,2,40,4.804401
25000,2,40,5.049083
25000,2,40,4.807311
25000,2,40,4.808062
25000,2,40,4.805309
25000,2,41,4.710765
25000,2,41,4.709217
25000,2,41,4.732352
25000,2,41,4.719084
25000,2,41,4.716853
25000,2,42,5.085852
25000,2,42,5.089943
25000,2,42,4.667606
25000,2,42,4.664778
25000,2,42,4.681265
25000,2,43,4.799619
25000,2,43,4.863713
25000,2,43,4.628927
25000,2,43,4.619473
25000,2,43,4.613596
25000,2,44,4.585137
25000,2,44,4.670241
25000,2,44,4.570953
25000,2,44,4.571774
25000,2,44,4.593388
25000,2,45,4.957769
25000,2,45,4.970068
25000,2,45,4.499756
25000,2,45,4.498330
25000,2,45,4.522155
25000,2,46,4.500564
25000,2,46,4.709179
25000,2,46,4.483446
25000,2,46,4.506289
25000,2,46,4.469798
25000,2,47,4.438008
25000,2,47,4.691461
25000,2,47,4.415072
25000,2,47,4.448310
25000,2,47,4.482186
25000,2,48,4.382601
25000,2,48,4.851449
25000,2,48,4.844615
25000,2,48,4.404306
25000,2,48,4.390652
25000,2,49,4.333461
25000,2,49,4.332266
25000,2,49,4.325726
25000,2,49,4.336228
25000,2,49,4.311345
25000,2,50,4.284411
25000,2,50,4.292369
25000,2,50,4.303384
25000,2,50,4.448942
25000,2,50,4.302040
25000,2,51,4.261486
25000,2,51,4.260963
25000,2,51,4.259526
25000,2,51,4.488506
25000,2,51,4.238459
25000,2,52,4.197972
25000,2,52,4.207168
25000,2,52,4.213137
25000,2,52,4.202152
25000,2,52,4.197185
25000,2,53,4.377749
25000,2,53,4.152712
25000,2,53,4.166927
25000,2,53,4.172496
25000,2,53,4.151849
25000,2,54,4.288279
25000,2,54,4.225313
25000,2,54,4.143823
25000,2,54,4.136513
25000,2,54,4.132672
25000,2,55,4.130332
25000,2,55,4.113884
25000,2,55,4.120165
25000,2,55,4.122385
25000,2,55,4.133929
25000,2,56,4.121324
25000,2,56,4.103857
25000,2,56,4.113821
25000,2,56,4.080109
25000,2,56,4.097839
25000,2,57,4.068362
25000,2,57,4.065440
25000,2,57,4.113676
25000,2,57,4.055963
25000,2,57,4.066287
25000,2,58,4.037660
25000,2,58,4.056336
25000,2,58,4.023470
25000,2,58,4.047190
25000,2,58,4.031101
25000,2,59,4.001546
25000,2,59,4.016912
25000,2,59,4.015327
25000,2,59,4.000233
25000,2,59,4.010527
25000,2,60,3.999288
25000,2,60,3.991830
25000,2,60,4.071977
25000,2,60,4.001355
25000,2,60,4.018437
25000,2,61,3.978038
25000,2,61,3.941348
25000,2,61,4.010360
25000,2,61,3.950163
25000,2,61,3.955926
25000,2,62,3.950200
25000,2,62,3.943814
25000,2,62,3.963450
25000,2,62,3.941702
25000,2,62,3.938806
25000,2,63,3.915632
25000,2,63,3.925465
25000,2,63,3.919246
25000,2,63,3.903606
25000,2,63,3.921477
25000,2,64,3.904255
25000,2,64,3.896975
25000,2,64,3.884006
25000,2,64,3.895898
25000,2,64,3.907688
