size,np,threads,time
10000,1,1,38.422936
10000,1,1,38.122313
10000,1,1,38.129433
10000,1,1,38.086217
10000,1,1,38.132321
10000,1,2,19.355041
10000,1,2,19.508796
10000,1,2,19.489673
10000,1,2,19.379851
10000,1,2,19.465732
10000,1,3,12.999192
10000,1,3,13.034607
10000,1,3,13.020395
10000,1,3,13.003496
10000,1,3,13.025441
10000,1,4,9.813093
10000,1,4,9.808721
10000,1,4,9.806799
10000,1,4,9.809110
10000,1,4,9.805421
10000,1,5,7.928118
10000,1,5,7.912082
10000,1,5,7.868854
10000,1,5,7.884769
10000,1,5,7.866738
10000,1,6,6.608660
10000,1,6,6.624167
10000,1,6,6.611949
10000,1,6,6.665203
10000,1,6,6.659641
10000,1,7,5.800499
10000,1,7,5.796661
10000,1,7,5.799107
10000,1,7,5.813559
10000,1,7,5.832826
10000,1,8,5.126818
10000,1,8,5.165333
10000,1,8,5.164036
10000,1,8,5.145306
10000,1,8,5.152528
10000,1,9,4.584835
10000,1,9,4.583974
10000,1,9,4.586594
10000,1,9,4.585920
10000,1,9,4.497563
10000,1,10,4.101370
10000,1,10,4.095573
10000,1,10,4.109018
10000,1,10,4.101601
10000,1,10,4.106154
10000,1,11,3.857493
10000,1,11,3.847173
10000,1,11,3.849154
10000,1,11,3.852047
10000,1,11,3.851194
10000,1,12,3.621195
10000,1,12,3.591119
10000,1,12,3.606540
10000,1,12,3.614666
10000,1,12,3.608517
10000,1,13,3.338233
10000,1,13,3.339362
10000,1,13,3.334994
10000,1,13,3.331962
10000,1,13,3.444530
10000,1,14,3.167325
10000,1,14,3.127842
10000,1,14,3.125188
10000,1,14,3.124067
10000,1,14,3.120787
10000,1,15,3.062193
10000,1,15,2.965213
10000,1,15,2.971884
10000,1,15,2.982542
10000,1,15,2.970392
10000,1,16,2.810958
10000,1,16,2.918523
10000,1,16,2.876089
10000,1,16,2.853580
10000,1,16,2.868303
10000,1,17,2.715965
10000,1,17,2.722477
10000,1,17,2.691467
10000,1,17,2.710246
10000,1,17,2.690680
10000,1,18,2.541348
10000,1,18,2.552933
10000,1,18,2.556611
10000,1,18,2.510034
10000,1,18,2.509914
10000,1,19,2.499957
10000,1,19,2.384864
10000,1,19,2.392515
10000,1,19,2.403675
10000,1,19,2.413895
10000,1,20,2.303828
10000,1,20,2.321267
10000,1,20,2.316449
10000,1,20,2.426668
10000,1,20,2.362907
10000,1,21,2.268675
10000,1,21,2.260444
10000,1,21,2.254101
10000,1,21,2.259144
10000,1,21,2.238909
10000,1,22,2.141347
10000,1,22,2.244244
10000,1,22,2.144441
10000,1,22,2.139756
10000,1,22,2.140936
10000,1,23,2.033348
10000,1,23,2.030344
10000,1,23,2.030703
10000,1,23,2.028476
10000,1,23,2.024732
10000,1,24,1.954717
10000,1,24,1.969637
10000,1,24,1.963314
10000,1,24,1.988227
10000,1,24,1.977147
10000,1,25,1.902675
10000,1,25,1.937709
10000,1,25,1.897795
10000,1,25,2.039598
10000,1,25,1.903320
10000,1,26,1.858619
10000,1,26,1.843855
10000,1,26,1.860979
10000,1,26,1.840741
10000,1,26,1.830487
10000,1,27,1.784853
10000,1,27,1.783296
10000,1,27,1.779836
10000,1,27,1.778394
10000,1,27,1.777443
10000,1,28,1.718595
10000,1,28,1.719612
10000,1,28,1.724008
10000,1,28,1.739985
10000,1,28,1.724976
10000,1,29,1.782855
10000,1,29,1.677197
10000,1,29,1.681355
10000,1,29,1.688725
10000,1,29,1.670421
10000,1,30,1.662003
10000,1,30,1.611866
10000,1,30,1.631365
10000,1,30,1.627579
10000,1,30,1.612229
10000,1,31,1.573361
10000,1,31,1.562947
10000,1,31,1.570071
10000,1,31,1.569337
10000,1,31,1.592112
10000,1,32,1.555761
10000,1,32,1.554525
10000,1,32,1.551800
10000,1,32,1.560075
10000,1,32,1.634988
10000,1,33,1.520556
10000,1,33,1.501430
10000,1,33,1.493245
10000,1,33,1.507612
10000,1,33,1.508599
10000,1,34,1.441420
10000,1,34,1.425784
10000,1,34,1.438543
10000,1,34,1.440753
10000,1,34,1.417648
10000,1,35,1.404812
10000,1,35,1.394924
10000,1,35,1.390899
10000,1,35,1.398180
10000,1,35,1.394502
10000,1,36,1.394875
10000,1,36,1.405117
10000,1,36,1.400703
10000,1,36,1.400428
10000,1,36,1.495128
10000,1,37,1.352864
10000,1,37,1.362411
10000,1,37,1.377498
10000,1,37,1.379740
10000,1,37,1.370494
10000,1,38,1.340081
10000,1,38,1.340794
10000,1,38,1.316802
10000,1,38,1.297235
10000,1,38,1.292352
10000,1,39,1.276311
10000,1,39,1.269320
10000,1,39,1.276818
10000,1,39,1.266976
10000,1,39,1.265451
10000,1,40,1.242870
10000,1,40,1.239046
10000,1,40,1.229213
10000,1,40,1.269936
10000,1,40,1.261971
10000,1,41,1.239263
10000,1,41,1.229346
10000,1,41,1.238065
10000,1,41,1.240377
10000,1,41,1.259763
10000,1,42,1.266428
10000,1,42,1.274386
10000,1,42,1.292303
10000,1,42,1.273217
10000,1,42,1.189743
10000,1,43,1.171168
10000,1,43,1.169557
10000,1,43,1.165877
10000,1,43,1.177420
10000,1,43,1.150675
