size,np,threads,time
10000,8,24,0.432201
10000,8,24,0.432283
10000,8,25,0.424608
10000,8,25,0.417613
10000,8,25,0.418864
10000,8,25,0.452591
10000,8,25,0.422149
10000,8,26,0.416510
10000,8,26,0.413217
10000,8,26,0.413801
10000,8,26,0.414323
10000,8,26,0.418254
10000,8,27,0.410290
10000,8,27,0.412751
10000,8,27,0.413146
10000,8,27,0.406745
10000,8,27,0.423412
10000,8,28,0.397454
10000,8,28,0.398178
10000,8,28,0.401570
10000,8,28,0.408961
10000,8,28,0.398480
10000,8,29,0.390231
10000,8,29,0.392946
10000,8,29,0.396264
10000,8,29,0.390793
10000,8,29,0.403654
10000,8,30,0.400893
10000,8,30,0.386500
10000,8,30,0.393918
10000,8,30,0.387902
10000,8,30,0.386517
10000,8,31,0.391555
10000,8,31,0.393161
10000,8,31,0.386949
10000,8,31,0.398848
10000,8,31,0.406880
10000,8,32,0.382093
10000,8,32,0.384110
10000,8,32,0.392475
10000,8,32,0.378941
10000,8,32,0.445270
10000,8,33,0.378623
10000,8,33,0.385433
10000,8,33,0.376694
10000,8,33,0.378747
10000,8,33,0.380522
10000,8,34,0.374767
10000,8,34,0.368885
10000,8,34,0.372017
10000,8,34,0.393626
10000,8,34,0.375193
10000,8,35,0.366588
10000,8,35,0.379767
10000,8,35,0.370861
10000,8,35,0.378004
10000,8,35,0.374205
10000,8,36,0.369480
10000,8,36,0.401059
10000,8,36,0.529710
10000,8,36,0.364501
10000,8,36,0.370764
10000,8,37,0.365640
10000,8,37,0.373541
10000,8,37,0.365247
10000,8,37,0.363279
10000,8,37,0.371049
10000,8,38,0.364411
10000,8,38,0.361366
10000,8,38,0.360610
10000,8,38,0.362271
10000,8,38,0.359832
10000,8,39,0.359282
10000,8,39,0.360593
10000,8,39,0.355192
10000,8,39,0.351482
10000,8,39,0.360859
10000,8,40,0.354610
10000,8,40,0.355716
10000,8,40,0.397980
10000,8,40,0.358209
10000,8,40,0.353644
10000,8,41,0.361519
10000,8,41,0.353609
10000,8,41,0.349736
10000,8,41,0.356280
10000,8,41,0.350334
10000,8,42,0.350349
10000,8,42,0.346924
10000,8,42,0.349535
10000,8,42,0.347914
10000,8,42,0.354157
10000,8,43,0.356954
10000,8,43,0.343456
10000,8,43,0.348017
10000,8,43,0.343788
10000,8,43,0.346282
10000,8,44,0.346394
10000,8,44,0.346768
10000,8,44,0.365718
10000,8,44,0.348311
10000,8,44,0.352584
10000,8,45,0.347275
10000,8,45,0.342436
10000,8,45,0.342797
10000,8,45,0.469890
10000,8,45,0.338524
10000,8,46,0.343424
10000,8,46,0.339774
10000,8,46,0.339337
10000,8,46,0.332524
10000,8,46,0.341137
10000,8,47,0.338458
10000,8,47,0.338389
10000,8,47,0.341152
10000,8,47,0.345280
10000,8,47,0.349050
10000,8,48,0.336146
10000,8,48,0.335451
10000,8,48,0.337052
10000,8,48,0.332539
10000,8,48,0.336061
10000,8,49,0.333068
10000,8,49,0.333531
10000,8,49,0.329691
10000,8,49,0.332305
10000,8,49,0.327717
10000,8,50,0.329523
10000,8,50,0.335847
10000,8,50,0.330689
10000,8,50,0.333112
10000,8,50,0.331474
10000,8,51,0.332404
10000,8,51,0.329532
10000,8,51,0.333052
10000,8,51,0.328862
10000,8,51,0.337254
10000,8,52,0.334723
10000,8,52,0.326860
10000,8,52,0.334344
10000,8,52,0.332283
10000,8,52,0.330885
10000,8,53,0.329466
10000,8,53,0.329527
10000,8,53,0.333361
10000,8,53,0.329626
10000,8,53,0.330188
10000,8,54,0.321215
10000,8,54,0.332295
10000,8,54,0.319315
10000,8,54,0.326302
10000,8,54,0.322784
10000,8,55,0.324832
10000,8,55,0.323305
10000,8,55,0.334545
10000,8,55,0.330630
10000,8,55,0.320778
10000,8,56,0.323930
10000,8,56,0.324938
10000,8,56,0.369855
10000,8,56,0.318714
10000,8,56,0.322871
10000,8,57,0.377426
10000,8,57,0.316855
10000,8,57,0.319135
10000,8,57,0.320241
10000,8,57,0.321032
10000,8,58,0.322527
10000,8,58,0.320061
10000,8,58,0.318371
10000,8,58,0.327034
10000,8,58,0.320709
10000,8,59,0.320674
10000,8,59,0.318701
10000,8,59,0.323784
10000,8,59,0.341307
10000,8,59,0.316132
10000,8,60,0.313497
10000,8,60,0.316208
10000,8,60,0.314454
10000,8,60,0.319149
10000,8,60,0.314813
10000,8,61,0.313867
10000,8,61,0.313945
10000,8,61,0.317161
10000,8,61,0.315983
10000,8,61,0.316821
10000,8,62,0.318104
10000,8,62,0.313416
10000,8,62,0.316440
10000,8,62,0.346777
10000,8,62,0.315869
10000,8,63,0.497116
10000,8,63,0.315841
10000,8,63,0.310745
10000,8,63,0.314326
10000,8,63,0.316109
10000,8,64,0.311180
10000,8,64,0.320601
10000,8,64,0.318329
10000,8,64,0.314347
10000,8,64,0.325379
