size,np,threads,time
25000,4,1,60.728871
25000,4,1,60.812189
25000,4,1,60.698602
25000,4,1,60.751280
25000,4,1,60.726915
25000,4,2,31.497379
25000,4,2,31.505038
25000,4,2,31.515539
25000,4,2,31.472134
25000,4,2,31.417848
25000,4,3,21.217513
25000,4,3,21.356004
25000,4,3,21.324523
25000,4,3,21.300871
25000,4,3,21.304767
25000,4,4,16.261813
25000,4,4,16.470559
25000,4,4,16.276845
25000,4,4,16.253467
25000,4,4,16.300470
25000,4,5,13.247212
25000,4,5,13.241350
25000,4,5,13.263253
25000,4,5,13.255934
25000,4,5,13.253116
25000,4,6,11.248855
25000,4,6,11.244086
25000,4,6,11.228398
25000,4,6,11.197441
25000,4,6,11.224744
25000,4,7,9.802458
25000,4,7,9.795596
25000,4,7,9.801222
25000,4,7,9.815433
25000,4,7,9.798988
25000,4,8,8.774064
25000,4,8,8.767912
25000,4,8,8.787518
25000,4,8,8.764132
25000,4,8,8.767087
25000,4,9,7.969377
25000,4,9,7.987026
25000,4,9,8.011443
25000,4,9,7.980855
25000,4,9,7.984369
25000,4,10,7.334082
25000,4,10,7.320143
25000,4,10,7.353604
25000,4,10,7.366505
25000,4,10,7.340179
25000,4,11,6.809252
25000,4,11,6.835329
25000,4,11,6.824566
25000,4,11,6.837458
25000,4,11,6.830002
25000,4,12,6.430100
25000,4,12,6.442358
25000,4,12,6.430744
25000,4,12,6.418654
25000,4,12,6.431061
25000,4,13,6.049173
25000,4,13,6.006720
25000,4,13,6.001951
25000,4,13,6.016904
25000,4,13,6.021052
25000,4,14,5.727869
25000,4,14,5.717762
25000,4,14,5.727992
25000,4,14,5.719727
25000,4,14,5.741839
25000,4,15,5.482428
25000,4,15,5.481533
25000,4,15,5.468252
25000,4,15,5.471802
25000,4,15,5.477129
25000,4,16,5.239223
25000,4,16,5.253462
25000,4,16,5.234283
25000,4,16,5.241686
25000,4,16,5.233569
25000,4,17,4.997790
25000,4,17,4.987487
25000,4,17,5.004292
25000,4,17,4.989999
25000,4,17,5.412997
25000,4,18,4.786649
25000,4,18,5.229490
25000,4,18,4.803232
25000,4,18,5.213561
25000,4,18,4.811935
25000,4,19,4.610978
25000,4,19,4.641506
25000,4,19,4.604440
25000,4,19,4.608520
25000,4,19,4.603742
25000,4,20,4.460321
25000,4,20,4.703508
25000,4,20,4.464136
25000,4,20,4.785157
25000,4,20,4.465636
25000,4,21,4.687556
25000,4,21,4.309103
25000,4,21,4.669902
25000,4,21,4.332535
25000,4,21,4.314980
25000,4,22,4.176235
25000,4,22,4.186936
25000,4,22,4.213630
25000,4,22,4.178825
25000,4,22,4.161209
25000,4,23,4.061555
25000,4,23,4.096048
25000,4,23,4.064698
25000,4,23,4.479668
25000,4,23,4.065756
25000,4,24,3.944100
25000,4,24,3.952326
25000,4,24,3.934903
25000,4,24,3.943548
25000,4,24,3.943520
25000,4,25,3.835194
25000,4,25,3.837763
25000,4,25,4.243380
25000,4,25,3.839215
25000,4,25,3.829771
25000,4,26,3.767075
25000,4,26,3.806262
25000,4,26,3.742908
25000,4,26,3.750086
25000,4,26,3.742148
25000,4,27,3.670417
25000,4,27,4.048545
25000,4,27,3.667404
25000,4,27,3.668363
25000,4,27,3.660324
25000,4,28,3.635965
25000,4,28,3.580834
25000,4,28,3.579095
25000,4,28,3.627731
25000,4,28,3.591240
25000,4,29,3.502588
25000,4,29,3.492655
25000,4,29,3.497203
25000,4,29,3.687822
25000,4,29,3.520685
25000,4,30,3.434934
25000,4,30,3.455808
25000,4,30,3.449872
25000,4,30,3.435004
25000,4,30,3.447617
25000,4,31,3.399341
25000,4,31,3.400825
25000,4,31,3.398861
25000,4,31,3.779871
25000,4,31,3.389765
25000,4,32,3.333392
25000,4,32,3.339001
25000,4,32,3.334424
25000,4,32,3.637032
25000,4,32,3.346551
25000,4,33,3.286512
25000,4,33,3.259256
25000,4,33,3.280079
25000,4,33,3.532843
25000,4,33,3.281388
25000,4,34,3.247551
25000,4,34,3.229803
25000,4,34,3.248093
25000,4,34,3.412983
25000,4,34,3.272308
25000,4,35,3.191447
25000,4,35,3.175237
25000,4,35,3.198828
25000,4,35,3.577379
25000,4,35,3.175742
25000,4,36,3.134575
25000,4,36,3.125113
25000,4,36,3.163254
25000,4,36,3.130375
25000,4,36,3.134922
25000,4,37,3.062161
25000,4,37,3.074933
25000,4,37,3.066591
25000,4,37,3.071112
25000,4,37,3.085420
25000,4,38,3.032587
25000,4,38,3.404355
25000,4,38,3.033258
25000,4,38,3.027580
25000,4,38,3.044682
25000,4,39,3.002282
25000,4,39,3.006033
25000,4,39,3.001783
25000,4,39,3.011967
25000,4,39,3.362272
25000,4,40,2.961240
25000,4,40,2.961430
25000,4,40,2.962395
25000,4,40,2.962186
25000,4,40,2.975054
25000,4,41,2.929431
25000,4,41,2.930556
25000,4,41,3.302850
25000,4,41,2.908264
25000,4,41,2.922802
25000,4,42,2.896670
25000,4,42,2.890691
25000,4,42,2.897694
25000,4,42,2.893026
25000,4,42,2.901696
25000,4,43,2.876933
25000,4,43,3.251110
25000,4,43,2.860780
25000,4,43,2.874890
25000,4,43,2.883448
25000,4,44,2.848010
25000,4,44,2.996246
25000,4,44,2.844817
25000,4,44,2.848618
