size,np,threads,time
10000,7,1,5.992392
10000,7,1,5.483372
10000,7,1,5.492556
10000,7,1,5.489480
10000,7,1,5.473801
10000,7,2,2.879612
10000,7,2,2.890099
10000,7,2,3.016710
10000,7,2,2.887050
10000,7,2,2.882322
10000,7,3,2.001028
10000,7,3,1.995312
10000,7,3,1.996042
10000,7,3,2.037383
10000,7,3,1.997205
10000,7,4,1.562814
10000,7,4,1.564173
10000,7,4,1.557247
10000,7,4,1.558840
10000,7,4,1.563618
10000,7,5,1.304625
10000,7,5,1.298321
10000,7,5,1.289797
10000,7,5,1.294236
10000,7,5,1.307009
10000,7,6,1.115140
10000,7,6,1.126662
10000,7,6,1.120907
10000,7,6,1.117616
10000,7,6,1.116476
10000,7,7,0.992366
10000,7,7,0.994354
10000,7,7,0.994063
10000,7,7,0.996740
10000,7,7,1.000931
10000,7,8,0.904297
10000,7,8,0.903819
10000,7,8,0.898712
10000,7,8,0.912113
10000,7,8,0.899817
10000,7,9,0.825674
10000,7,9,0.827394
10000,7,9,0.822767
10000,7,9,0.837443
10000,7,9,0.820911
10000,7,10,0.765852
10000,7,10,0.776507
10000,7,10,0.768317
10000,7,10,0.766936
10000,7,10,0.769379
10000,7,11,0.721535
10000,7,11,0.716220
10000,7,11,0.714251
10000,7,11,0.718265
10000,7,11,0.721051
10000,7,12,0.678279
10000,7,12,0.683025
10000,7,12,0.722792
10000,7,12,0.678812
10000,7,12,0.679018
10000,7,13,0.645354
10000,7,13,0.641568
10000,7,13,0.631422
10000,7,13,0.673114
10000,7,13,0.636416
10000,7,14,0.617077
10000,7,14,0.629828
10000,7,14,0.615626
10000,7,14,0.611386
10000,7,14,0.609291
10000,7,15,0.577243
10000,7,15,0.582766
10000,7,15,0.577756
10000,7,15,0.581511
10000,7,15,0.582223
10000,7,16,0.567453
10000,7,16,0.557109
10000,7,16,0.564914
10000,7,16,0.565181
10000,7,16,0.557040
10000,7,17,0.544718
10000,7,17,0.653893
10000,7,17,0.546188
10000,7,17,0.549191
10000,7,17,0.550427
10000,7,18,0.529521
10000,7,18,0.536196
10000,7,18,0.533523
10000,7,18,0.525990
10000,7,18,0.528901
10000,7,19,0.511443
10000,7,19,0.510374
10000,7,19,0.534134
10000,7,19,0.528047
10000,7,19,0.513834
10000,7,20,0.497236
10000,7,20,0.494439
10000,7,20,0.494425
10000,7,20,0.505056
10000,7,20,0.496095
10000,7,21,0.490683
10000,7,21,0.491817
10000,7,21,0.487354
10000,7,21,0.495738
10000,7,21,0.492304
10000,7,22,0.477411
10000,7,22,0.473297
10000,7,22,0.495772
10000,7,22,0.481763
10000,7,22,0.480099
10000,7,23,0.472175
10000,7,23,0.470982
10000,7,23,0.470673
10000,7,23,0.463651
10000,7,23,0.467805
10000,7,24,0.486720
10000,7,24,0.458119
10000,7,24,0.471138
10000,7,24,0.455528
10000,7,24,0.462000
10000,7,25,0.446092
10000,7,25,0.451824
10000,7,25,0.446160
10000,7,25,0.456710
10000,7,25,0.446338
10000,7,26,0.442776
10000,7,26,0.448781
10000,7,26,0.468476
10000,7,26,0.442830
10000,7,26,0.437575
10000,7,27,0.439768
10000,7,27,0.428775
10000,7,27,0.437313
10000,7,27,0.435831
10000,7,27,0.456503
10000,7,28,0.426591
10000,7,28,0.448934
10000,7,28,0.432685
10000,7,28,0.425863
10000,7,28,0.431909
10000,7,29,0.415292
10000,7,29,0.416293
10000,7,29,0.425532
10000,7,29,0.418371
10000,7,29,0.416012
10000,7,30,0.418597
10000,7,30,0.409225
10000,7,30,0.417276
10000,7,30,0.422002
10000,7,30,0.415100
10000,7,31,0.410875
10000,7,31,0.408046
10000,7,31,0.411646
10000,7,31,0.409521
10000,7,31,0.413405
10000,7,32,0.407511
10000,7,32,0.408455
10000,7,32,0.411259
10000,7,32,0.410267
10000,7,32,0.408554
10000,7,33,0.400224
10000,7,33,0.404942
10000,7,33,0.396913
10000,7,33,0.394551
10000,7,33,0.394758
10000,7,34,0.437816
10000,7,34,0.402941
10000,7,34,0.398000
10000,7,34,0.397235
10000,7,34,0.393071
10000,7,35,0.426890
10000,7,35,0.390412
10000,7,35,0.411697
10000,7,35,0.506172
10000,7,35,0.391856
10000,7,36,0.384894
10000,7,36,0.382596
10000,7,36,0.388159
10000,7,36,0.382692
10000,7,36,0.387130
10000,7,37,0.389433
10000,7,37,0.382025
10000,7,37,0.377981
10000,7,37,0.412615
10000,7,37,0.384866
10000,7,38,0.381379
10000,7,38,0.400501
10000,7,38,0.375429
10000,7,38,0.383464
10000,7,38,0.375769
10000,7,39,0.381891
10000,7,39,0.377622
10000,7,39,0.377768
10000,7,39,0.374362
10000,7,39,0.376861
10000,7,40,0.372472
10000,7,40,0.373705
10000,7,40,0.376790
10000,7,40,0.375272
10000,7,40,0.376364
10000,7,41,0.366848
10000,7,41,0.372389
10000,7,41,0.378152
10000,7,41,0.372662
10000,7,41,0.371254
10000,7,42,0.373865
10000,7,42,0.371131
10000,7,42,0.369533
10000,7,42,0.373819
10000,7,42,0.367085
10000,7,43,0.363561
10000,7,43,0.366722
10000,7,43,0.360429
10000,7,43,0.367724
10000,7,43,0.367084
10000,7,44,0.365369
10000,7,44,0.361409
10000,7,44,0.364138
10000,7,44,0.361167
10000,7,44,0.442705
10000,7,45,0.360621
10000,7,45,0.362245
10000,7,45,0.358081
10000,7,45,0.368451
10000,7,45,0.361005
10000,7,46,0.355508
10000,7,46,0.364058
10000,7,46,0.358268
10000,7,46,0.360814
10000,7,46,0.355736
10000,7,47,0.357311
