size,np,threads,time
10000,4,1,12.125449
10000,4,1,12.105674
10000,4,1,12.115980
10000,4,1,12.136792
10000,4,1,12.106049
10000,4,2,6.322989
10000,4,2,6.256962
10000,4,2,6.315416
10000,4,2,6.292090
10000,4,2,6.312106
10000,4,3,4.381476
10000,4,3,4.390245
10000,4,3,4.372938
10000,4,3,4.381414
10000,4,3,4.381419
10000,4,4,3.395239
10000,4,4,3.395003
10000,4,4,3.396292
10000,4,4,3.398715
10000,4,4,3.394849
10000,4,5,2.823902
10000,4,5,2.819252
10000,4,5,2.821568
10000,4,5,2.827606
10000,4,5,2.827417
10000,4,6,2.416960
10000,4,6,2.410631
10000,4,6,2.433673
10000,4,6,2.401158
10000,4,6,2.428197
10000,4,7,2.153118
10000,4,7,2.138059
10000,4,7,2.122784
10000,4,7,2.118404
10000,4,7,2.121187
10000,4,8,1.914483
10000,4,8,1.916840
10000,4,8,1.935657
10000,4,8,1.921697
10000,4,8,1.942325
10000,4,9,1.767266
10000,4,9,1.765730
10000,4,9,1.750254
10000,4,9,1.766326
10000,4,9,1.749909
10000,4,10,1.646578
10000,4,10,1.635202
10000,4,10,1.614301
10000,4,10,1.628242
10000,4,10,1.630689
10000,4,11,1.509912
10000,4,11,1.569296
10000,4,11,1.517110
10000,4,11,1.538626
10000,4,11,1.508339
10000,4,12,1.420228
10000,4,12,1.436028
10000,4,12,1.429328
10000,4,12,1.421935
10000,4,12,1.419156
