size,np,threads,time
10000,6,1,9.268188
10000,6,1,7.673677
10000,6,1,7.637640
10000,6,1,7.651647
10000,6,1,7.670341
10000,6,2,3.991313
10000,6,2,4.008563
10000,6,2,4.048001
10000,6,2,3.999791
10000,6,2,4.017917
10000,6,3,2.808394
10000,6,3,2.752636
10000,6,3,2.759419
10000,6,3,2.789248
10000,6,3,2.748976
10000,6,4,2.157084
10000,6,4,2.170065
10000,6,4,2.156545
10000,6,4,2.187124
10000,6,4,2.180490
10000,6,5,1.795263
10000,6,5,1.789053
10000,6,5,1.796508
10000,6,5,1.890492
10000,6,5,1.799572
10000,6,6,1.557486
10000,6,6,1.575015
10000,6,6,1.551755
10000,6,6,1.576546
10000,6,6,1.574443
10000,6,7,1.383027
10000,6,7,1.376325
10000,6,7,1.413255
10000,6,7,3.072728
10000,6,7,1.376672
10000,6,8,1.250167
10000,6,8,1.243299
10000,6,8,1.253543
10000,6,8,1.246740
10000,6,8,1.248853
10000,6,9,1.179002
10000,6,9,1.174901
10000,6,9,1.155665
10000,6,9,1.160235
10000,6,9,1.143785
10000,6,10,1.061844
10000,6,10,1.060020
10000,6,10,1.069225
10000,6,10,1.064028
10000,6,10,1.080009
10000,6,11,0.998550
10000,6,11,0.994536
10000,6,11,1.004940
10000,6,11,0.993153
10000,6,11,0.991884
10000,6,12,0.943504
10000,6,12,0.945198
10000,6,12,2.506690
10000,6,12,0.939543
10000,6,12,0.944029
