size,mpi,threads,time
10000,92,1,3.953108
10000,92,1,3.956763
10000,92,1,3.974084
10000,93,1,3.972701
10000,93,1,3.951866
10000,93,1,3.949188
10000,93,1,3.954993
10000,93,1,3.969123
10000,94,1,3.961096
10000,94,1,3.948676
10000,94,1,3.965404
10000,94,1,3.947818
10000,94,1,3.969046
10000,95,1,3.977245
10000,95,1,3.959470
10000,95,1,5.218175
10000,95,1,3.946024
10000,95,1,3.953436
10000,96,1,3.956501
10000,96,1,3.966504
10000,96,1,3.957958
10000,96,1,3.963572
10000,96,1,3.939183
10000,97,1,3.969251
10000,97,1,3.952762
10000,97,1,3.951684
10000,97,1,3.933107
10000,97,1,3.958199
10000,98,1,3.931744
10000,98,1,3.959269
10000,98,1,3.953417
10000,98,1,3.934950
10000,98,1,3.945748
10000,99,1,3.932900
10000,99,1,3.941502
10000,99,1,3.933158
10000,99,1,3.935478
10000,99,1,3.941590
10000,100,1,3.939217
10000,100,1,3.933955
10000,100,1,3.922785
10000,100,1,3.928864
10000,100,1,3.941429
10000,101,1,3.939023
10000,101,1,3.921804
10000,101,1,3.931608
10000,101,1,3.921341
10000,101,1,3.928675
10000,102,1,3.917693
10000,102,1,3.935194
10000,102,1,3.937400
10000,102,1,3.937766
10000,102,1,3.908749
10000,103,1,3.915831
10000,103,1,3.926430
10000,103,1,3.914415
10000,103,1,3.916170
10000,103,1,3.923848
10000,104,1,3.915478
10000,104,1,3.935239
10000,104,1,3.940890
10000,104,1,3.936742
10000,104,1,3.937281
10000,105,1,3.929760
10000,105,1,3.925995
10000,105,1,3.952801
10000,105,1,3.913777
10000,105,1,3.935469
10000,106,1,3.913543
10000,106,1,3.940352
10000,106,1,3.963841
10000,106,1,3.928007
10000,106,1,3.931070
10000,107,1,3.931362
10000,107,1,3.919453
10000,107,1,3.940426
10000,107,1,3.930025
10000,107,1,3.937833
10000,108,1,3.943109
10000,108,1,3.928984
10000,108,1,3.936776
10000,108,1,3.942310
10000,108,1,3.919248
10000,109,1,3.943121
10000,109,1,3.932285
10000,109,1,3.924837
10000,109,1,3.992028
10000,109,1,3.944334
10000,110,1,3.950803
10000,110,1,3.928404
10000,110,1,3.940874
10000,110,1,3.933850
10000,110,1,3.940149
10000,111,1,3.953739
10000,111,1,3.943689
10000,111,1,3.955854
10000,111,1,3.956422
10000,111,1,3.936007
10000,112,1,3.967372
10000,112,1,3.945373
10000,112,1,3.963633
10000,112,1,3.947216
10000,112,1,3.960425
10000,113,1,3.963394
10000,113,1,3.969475
10000,113,1,3.972197
10000,113,1,3.972262
10000,113,1,3.979948
10000,114,1,3.967977
10000,114,1,3.965295
10000,114,1,3.960898
10000,114,1,3.964600
10000,114,1,3.982711
10000,115,1,3.971978
10000,115,1,3.978727
10000,115,1,3.982576
10000,115,1,4.006728
10000,115,1,3.983632
10000,116,1,3.988517
10000,116,1,3.973645
10000,116,1,3.976526
10000,116,1,3.986492
10000,116,1,3.988924
10000,117,1,3.983511
10000,117,1,3.998066
10000,117,1,3.988673
10000,117,1,3.980480
10000,117,1,3.992398
10000,118,1,3.986493
10000,118,1,3.997041
10000,118,1,3.982313
10000,118,1,3.994457
10000,118,1,3.984137
10000,119,1,4.009700
10000,119,1,3.996875
10000,119,1,4.010623
10000,119,1,4.005596
10000,119,1,3.993893
10000,120,1,4.000886
10000,120,1,4.004171
10000,120,1,4.015103
10000,120,1,4.012296
10000,120,1,4.023925
10000,121,1,4.025235
10000,121,1,4.024243
10000,121,1,4.015171
10000,121,1,4.029234
10000,121,1,4.022331
10000,122,1,4.023160
10000,122,1,4.049033
10000,122,1,4.025098
10000,122,1,4.023627
10000,122,1,4.029319
10000,123,1,4.066658
10000,123,1,4.020857
10000,123,1,4.018705
10000,123,1,4.030955
10000,123,1,4.032842
10000,124,1,4.024389
10000,124,1,4.124355
10000,124,1,4.049106
10000,124,1,4.120900
10000,124,1,4.051324
10000,125,1,4.035227
10000,125,1,4.050614
10000,125,1,4.054093
10000,125,1,4.060669
10000,125,1,4.039643
10000,126,1,4.067293
10000,126,1,4.052602
10000,126,1,4.059312
10000,126,1,4.054316
10000,126,1,4.065361
10000,127,1,4.074203
10000,127,1,4.072010
10000,127,1,4.073580
10000,127,1,4.081508
10000,127,1,4.057899
10000,128,1,4.095837
10000,128,1,4.121203
10000,128,1,4.128958
10000,128,1,4.135034
10000,128,1,4.086688
